Week_end,Indicator,High_industry,Value
12/5/21,Weekly earnings - median - 20 days,B Goods Producing,1230.72
12/5/21,Weekly earnings - median - 20 days,C Services,1080
12/5/21,Weekly earnings - median - 20 days,Z No Match,665.86
12/5/21,Weekly earnings - upper quartile - 20 days,Total,1576.92
12/5/21,Weekly earnings - upper quartile - 20 days,A Primary,1384.62
12/5/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1609.52
12/5/21,Weekly earnings - upper quartile - 20 days,C Services,1602.18
12/5/21,Weekly earnings - upper quartile - 20 days,Z No Match,961.54
12/5/21,Weekly earnings - lower quartile - 20 days,Total,716.27
12/5/21,Weekly earnings - lower quartile - 20 days,A Primary,625
12/5/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,944.06
12/5/21,Weekly earnings - lower quartile - 20 days,C Services,671.6
12/5/21,Weekly earnings - lower quartile - 20 days,Z No Match,416
12/12/21,Number of paid jobs - 20 days,Total,2081760
12/12/21,Number of paid jobs - 20 days,A Primary,90800
12/12/21,Number of paid jobs - 20 days,B Goods Producing,386930
12/12/21,Number of paid jobs - 20 days,C Services,1548910
12/12/21,Number of paid jobs - 20 days,Z No Match,55120
12/12/21,Weekly earnings - median - 20 days,Total,1104.4
12/12/21,Weekly earnings - median - 20 days,A Primary,1035.33
12/12/21,Weekly earnings - median - 20 days,B Goods Producing,1236.7
12/12/21,Weekly earnings - median - 20 days,C Services,1084.5
12/12/21,Weekly earnings - median - 20 days,Z No Match,674.99
12/12/21,Weekly earnings - upper quartile - 20 days,Total,1593.8
12/12/21,Weekly earnings - upper quartile - 20 days,A Primary,1392.3
12/12/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1627.5
12/12/21,Weekly earnings - upper quartile - 20 days,C Services,1621.12
12/12/21,Weekly earnings - upper quartile - 20 days,Z No Match,971.13
12/12/21,Weekly earnings - lower quartile - 20 days,Total,726.13
12/12/21,Weekly earnings - lower quartile - 20 days,A Primary,641.52
12/12/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,939.62
12/12/21,Weekly earnings - lower quartile - 20 days,C Services,688.5
12/12/21,Weekly earnings - lower quartile - 20 days,Z No Match,427.12
12/19/21,Number of paid jobs - 20 days,Total,2054210
12/19/21,Number of paid jobs - 20 days,A Primary,89190
12/19/21,Number of paid jobs - 20 days,B Goods Producing,384330
12/19/21,Number of paid jobs - 20 days,C Services,1526000
12/19/21,Number of paid jobs - 20 days,Z No Match,54690
12/19/21,Weekly earnings - median - 20 days,Total,1098
12/19/21,Weekly earnings - median - 20 days,A Primary,1012.5
12/19/21,Weekly earnings - median - 20 days,B Goods Producing,1255.5
12/19/21,Weekly earnings - median - 20 days,C Services,1074.2
12/19/21,Weekly earnings - median - 20 days,Z No Match,680
12/19/21,Weekly earnings - upper quartile - 20 days,Total,1580.56
12/19/21,Weekly earnings - upper quartile - 20 days,A Primary,1386.77
12/19/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1675.63
12/19/21,Weekly earnings - upper quartile - 20 days,C Services,1584.63
12/19/21,Weekly earnings - upper quartile - 20 days,Z No Match,974.24
12/19/21,Weekly earnings - lower quartile - 20 days,Total,720
12/19/21,Weekly earnings - lower quartile - 20 days,A Primary,600
12/19/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,952.75
12/19/21,Weekly earnings - lower quartile - 20 days,C Services,679.64
12/19/21,Weekly earnings - lower quartile - 20 days,Z No Match,442.02
12/26/21,Number of paid jobs - 20 days,Total,2001270
12/26/21,Number of paid jobs - 20 days,A Primary,87470
12/26/21,Number of paid jobs - 20 days,B Goods Producing,377270
12/26/21,Number of paid jobs - 20 days,C Services,1482270
12/26/21,Number of paid jobs - 20 days,Z No Match,54260
12/26/21,Weekly earnings - median - 20 days,Total,1107.71
12/26/21,Weekly earnings - median - 20 days,A Primary,1028.66
12/26/21,Weekly earnings - median - 20 days,B Goods Producing,1196.03
12/26/21,Weekly earnings - median - 20 days,C Services,1101.36
12/26/21,Weekly earnings - median - 20 days,Z No Match,692.31
12/26/21,Weekly earnings - upper quartile - 20 days,Total,1568.29
12/26/21,Weekly earnings - upper quartile - 20 days,A Primary,1392.31
12/26/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1577.43
12/26/21,Weekly earnings - upper quartile - 20 days,C Services,1600
12/26/21,Weekly earnings - upper quartile - 20 days,Z No Match,985.3
12/26/21,Weekly earnings - lower quartile - 20 days,Total,750
12/26/21,Weekly earnings - lower quartile - 20 days,A Primary,628.23
12/26/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,916.05
12/26/21,Weekly earnings - lower quartile - 20 days,C Services,721.5
12/26/21,Weekly earnings - lower quartile - 20 days,Z No Match,461.2
1/2/22,Number of paid jobs - 20 days,Total,1947870
1/2/22,Number of paid jobs - 20 days,A Primary,83030
1/2/22,Number of paid jobs - 20 days,B Goods Producing,360730
1/2/22,Number of paid jobs - 20 days,C Services,1453870
1/2/22,Number of paid jobs - 20 days,Z No Match,50240
1/2/22,Weekly earnings - median - 20 days,Total,1121.58
1/2/22,Weekly earnings - median - 20 days,A Primary,1040.13
1/2/22,Weekly earnings - median - 20 days,B Goods Producing,1190
1/2/22,Weekly earnings - median - 20 days,C Services,1122.71
1/2/22,Weekly earnings - median - 20 days,Z No Match,700.51
1/2/22,Weekly earnings - upper quartile - 20 days,Total,1576.91
1/2/22,Weekly earnings - upper quartile - 20 days,A Primary,1405.97
1/2/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1549.09
1/2/22,Weekly earnings - upper quartile - 20 days,C Services,1619.99
1/2/22,Weekly earnings - upper quartile - 20 days,Z No Match,994.31
1/2/22,Weekly earnings - lower quartile - 20 days,Total,758.63
1/2/22,Weekly earnings - lower quartile - 20 days,A Primary,624
1/2/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,905.4
1/2/22,Weekly earnings - lower quartile - 20 days,C Services,742.21
1/2/22,Weekly earnings - lower quartile - 20 days,Z No Match,484.48
1/9/22,Number of paid jobs - 20 days,Total,1946720
1/9/22,Number of paid jobs - 20 days,A Primary,85910
1/9/22,Number of paid jobs - 20 days,B Goods Producing,362920
1/9/22,Number of paid jobs - 20 days,C Services,1447090
1/9/22,Number of paid jobs - 20 days,Z No Match,50800
1/9/22,Weekly earnings - median - 20 days,Total,1118
1/9/22,Weekly earnings - median - 20 days,A Primary,1068
1/9/22,Weekly earnings - median - 20 days,B Goods Producing,1200
1/9/22,Weekly earnings - median - 20 days,C Services,1114.56
1/9/22,Weekly earnings - median - 20 days,Z No Match,698.5
1/9/22,Weekly earnings - upper quartile - 20 days,Total,1578.68
1/9/22,Weekly earnings - upper quartile - 20 days,A Primary,1424.88
1/9/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1575
1/9/22,Weekly earnings - upper quartile - 20 days,C Services,1615.38
1/9/22,Weekly earnings - upper quartile - 20 days,Z No Match,991.77
1/9/22,Weekly earnings - lower quartile - 20 days,Total,745.69
1/9/22,Weekly earnings - lower quartile - 20 days,A Primary,661.01
1/9/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,907
1/9/22,Weekly earnings - lower quartile - 20 days,C Services,722
1/9/22,Weekly earnings - lower quartile - 20 days,Z No Match,475.02
1/16/22,Number of paid jobs - 20 days,Total,1985890
1/16/22,Number of paid jobs - 20 days,A Primary,88130
1/16/22,Number of paid jobs - 20 days,B Goods Producing,376790
1/16/22,Number of paid jobs - 20 days,C Services,1469010
1/16/22,Number of paid jobs - 20 days,Z No Match,51950
1/16/22,Weekly earnings - median - 20 days,Total,1104.33
1/16/22,Weekly earnings - median - 20 days,A Primary,1064.56
1/16/22,Weekly earnings - median - 20 days,B Goods Producing,1201.44
1/16/22,Weekly earnings - median - 20 days,C Services,1092
1/16/22,Weekly earnings - median - 20 days,Z No Match,689.32
1/16/22,Weekly earnings - upper quartile - 20 days,Total,1563.25
1/16/22,Weekly earnings - upper quartile - 20 days,A Primary,1408.57
1/16/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1584
1/16/22,Weekly earnings - upper quartile - 20 days,C Services,1591.38
1/16/22,Weekly earnings - upper quartile - 20 days,Z No Match,984.11
1/16/22,Weekly earnings - lower quartile - 20 days,Total,739.5
1/16/22,Weekly earnings - lower quartile - 20 days,A Primary,688.5
1/16/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,915
1/16/22,Weekly earnings - lower quartile - 20 days,C Services,708
1/16/22,Weekly earnings - lower quartile - 20 days,Z No Match,454.41
1/23/22,Number of paid jobs - 20 days,Total,1999760
1/23/22,Number of paid jobs - 20 days,A Primary,88040
1/23/22,Number of paid jobs - 20 days,B Goods Producing,382970
1/23/22,Number of paid jobs - 20 days,C Services,1477570
1/23/22,Number of paid jobs - 20 days,Z No Match,51170
1/23/22,Weekly earnings - median - 20 days,Total,1107
1/23/22,Weekly earnings - median - 20 days,A Primary,1047.43
1/23/22,Weekly earnings - median - 20 days,B Goods Producing,1226.55
1/23/22,Weekly earnings - median - 20 days,C Services,1088.49
1/23/22,Weekly earnings - median - 20 days,Z No Match,687.14
1/23/22,Weekly earnings - upper quartile - 20 days,Total,1559.95
1/23/22,Weekly earnings - upper quartile - 20 days,A Primary,1391.22
1/23/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1600
1/23/22,Weekly earnings - upper quartile - 20 days,C Services,1578.38
1/23/22,Weekly earnings - upper quartile - 20 days,Z No Match,980.1
1/23/22,Weekly earnings - lower quartile - 20 days,Total,750.85
1/23/22,Weekly earnings - lower quartile - 20 days,A Primary,677.15
1/23/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,943.18
1/23/22,Weekly earnings - lower quartile - 20 days,C Services,711
1/23/22,Weekly earnings - lower quartile - 20 days,Z No Match,451.99
1/30/22,Number of paid jobs - 20 days,Total,2035950
1/30/22,Number of paid jobs - 20 days,A Primary,87150
1/30/22,Number of paid jobs - 20 days,B Goods Producing,385690
1/30/22,Number of paid jobs - 20 days,C Services,1510930
1/30/22,Number of paid jobs - 20 days,Z No Match,52170
1/30/22,Weekly earnings - median - 20 days,Total,1103.73
1/30/22,Weekly earnings - median - 20 days,A Primary,1029.01
1/30/22,Weekly earnings - median - 20 days,B Goods Producing,1229.16
1/30/22,Weekly earnings - median - 20 days,C Services,1082.55
1/30/22,Weekly earnings - median - 20 days,Z No Match,690.19
1/30/22,Weekly earnings - upper quartile - 20 days,Total,1556.6
1/30/22,Weekly earnings - upper quartile - 20 days,A Primary,1380.9
1/30/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1600
1/30/22,Weekly earnings - upper quartile - 20 days,C Services,1575
1/30/22,Weekly earnings - upper quartile - 20 days,Z No Match,982.98
1/30/22,Weekly earnings - lower quartile - 20 days,Total,738.5
1/30/22,Weekly earnings - lower quartile - 20 days,A Primary,652.03
1/30/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,949.8
1/30/22,Weekly earnings - lower quartile - 20 days,C Services,692.27
1/30/22,Weekly earnings - lower quartile - 20 days,Z No Match,456
2/6/22,Number of paid jobs - 20 days,Total,2039910
2/6/22,Number of paid jobs - 20 days,A Primary,85610
2/6/22,Number of paid jobs - 20 days,B Goods Producing,386810
2/6/22,Number of paid jobs - 20 days,C Services,1514450
2/6/22,Number of paid jobs - 20 days,Z No Match,53040
2/6/22,Weekly earnings - median - 20 days,Total,1115.38
2/6/22,Weekly earnings - median - 20 days,A Primary,1040
2/6/22,Weekly earnings - median - 20 days,B Goods Producing,1224.34
2/6/22,Weekly earnings - median - 20 days,C Services,1100
2/6/22,Weekly earnings - median - 20 days,Z No Match,683.28
2/6/22,Weekly earnings - upper quartile - 20 days,Total,1566
2/6/22,Weekly earnings - upper quartile - 20 days,A Primary,1383.75
2/6/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1596.15
2/6/22,Weekly earnings - upper quartile - 20 days,C Services,1589.12
2/6/22,Weekly earnings - upper quartile - 20 days,Z No Match,980.72
2/6/22,Weekly earnings - lower quartile - 20 days,Total,746.06
2/6/22,Weekly earnings - lower quartile - 20 days,A Primary,663
2/6/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,945.02
2/6/22,Weekly earnings - lower quartile - 20 days,C Services,702.66
2/6/22,Weekly earnings - lower quartile - 20 days,Z No Match,437.4
2/13/22,Number of paid jobs - 20 days,Total,2042050
2/13/22,Number of paid jobs - 20 days,A Primary,82650
2/13/22,Number of paid jobs - 20 days,B Goods Producing,387080
2/13/22,Number of paid jobs - 20 days,C Services,1518790
2/13/22,Number of paid jobs - 20 days,Z No Match,53530
2/13/22,Weekly earnings - median - 20 days,Total,1112.11
2/13/22,Weekly earnings - median - 20 days,A Primary,1036.65
2/13/22,Weekly earnings - median - 20 days,B Goods Producing,1236.32
2/13/22,Weekly earnings - median - 20 days,C Services,1092
2/13/22,Weekly earnings - median - 20 days,Z No Match,689.56
2/13/22,Weekly earnings - upper quartile - 20 days,Total,1573.68
2/13/22,Weekly earnings - upper quartile - 20 days,A Primary,1378.7
2/13/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1619.2
2/13/22,Weekly earnings - upper quartile - 20 days,C Services,1592.5
2/13/22,Weekly earnings - upper quartile - 20 days,Z No Match,988
2/13/22,Weekly earnings - lower quartile - 20 days,Total,736.88
2/13/22,Weekly earnings - lower quartile - 20 days,A Primary,651.54
2/13/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,953.31
2/13/22,Weekly earnings - lower quartile - 20 days,C Services,690
2/13/22,Weekly earnings - lower quartile - 20 days,Z No Match,449.02
2/20/22,Number of paid jobs - 20 days,Total,2038300
2/20/22,Number of paid jobs - 20 days,A Primary,82730
2/20/22,Number of paid jobs - 20 days,B Goods Producing,384520
2/20/22,Number of paid jobs - 20 days,C Services,1517030
2/20/22,Number of paid jobs - 20 days,Z No Match,54030
2/20/22,Weekly earnings - median - 20 days,Total,1113.75
2/20/22,Weekly earnings - median - 20 days,A Primary,1074.04
2/20/22,Weekly earnings - median - 20 days,B Goods Producing,1242
2/20/22,Weekly earnings - median - 20 days,C Services,1090.38
2/20/22,Weekly earnings - median - 20 days,Z No Match,689
2/20/22,Weekly earnings - upper quartile - 20 days,Total,1576.25
2/20/22,Weekly earnings - upper quartile - 20 days,A Primary,1409.4
2/20/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1620.57
2/20/22,Weekly earnings - upper quartile - 20 days,C Services,1594.52
2/20/22,Weekly earnings - upper quartile - 20 days,Z No Match,988.41
2/20/22,Weekly earnings - lower quartile - 20 days,Total,742.11
2/20/22,Weekly earnings - lower quartile - 20 days,A Primary,704.31
2/20/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,955.72
2/20/22,Weekly earnings - lower quartile - 20 days,C Services,693.55
2/20/22,Weekly earnings - lower quartile - 20 days,Z No Match,443.88
2/27/22,Number of paid jobs - 20 days,Total,2041100
2/27/22,Number of paid jobs - 20 days,A Primary,82960
2/27/22,Number of paid jobs - 20 days,B Goods Producing,385780
2/27/22,Number of paid jobs - 20 days,C Services,1521960
2/27/22,Number of paid jobs - 20 days,Z No Match,50400
2/27/22,Weekly earnings - median - 20 days,Total,1113.67
2/27/22,Weekly earnings - median - 20 days,A Primary,1088.82
2/27/22,Weekly earnings - median - 20 days,B Goods Producing,1237.6
2/27/22,Weekly earnings - median - 20 days,C Services,1089.42
2/27/22,Weekly earnings - median - 20 days,Z No Match,645.08
2/27/22,Weekly earnings - upper quartile - 20 days,Total,1576.92
2/27/22,Weekly earnings - upper quartile - 20 days,A Primary,1440
2/27/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1616
2/27/22,Weekly earnings - upper quartile - 20 days,C Services,1595
2/27/22,Weekly earnings - upper quartile - 20 days,Z No Match,950.42
2/27/22,Weekly earnings - lower quartile - 20 days,Total,734
2/27/22,Weekly earnings - lower quartile - 20 days,A Primary,703.82
2/27/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,950.11
2/27/22,Weekly earnings - lower quartile - 20 days,C Services,687.55
2/27/22,Weekly earnings - lower quartile - 20 days,Z No Match,385.54
3/6/22,Number of paid jobs - 20 days,Total,2038480
3/6/22,Number of paid jobs - 20 days,A Primary,82740
3/6/22,Number of paid jobs - 20 days,B Goods Producing,384200
3/6/22,Number of paid jobs - 20 days,C Services,1518340
3/6/22,Number of paid jobs - 20 days,Z No Match,53200
3/6/22,Weekly earnings - median - 20 days,Total,1107.9
3/6/22,Weekly earnings - median - 20 days,A Primary,1088.19
3/6/22,Weekly earnings - median - 20 days,B Goods Producing,1228.14
3/6/22,Weekly earnings - median - 20 days,C Services,1086.3
3/6/22,Weekly earnings - median - 20 days,Z No Match,684.25
3/6/22,Weekly earnings - upper quartile - 20 days,Total,1574
3/6/22,Weekly earnings - upper quartile - 20 days,A Primary,1442
3/6/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1603.64
3/6/22,Weekly earnings - upper quartile - 20 days,C Services,1594
3/6/22,Weekly earnings - upper quartile - 20 days,Z No Match,981.83
3/6/22,Weekly earnings - lower quartile - 20 days,Total,723.08
3/6/22,Weekly earnings - lower quartile - 20 days,A Primary,700
3/6/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,940
3/6/22,Weekly earnings - lower quartile - 20 days,C Services,675.75
3/6/22,Weekly earnings - lower quartile - 20 days,Z No Match,436.66
3/13/22,Number of paid jobs - 20 days,Total,2036640
3/13/22,Number of paid jobs - 20 days,A Primary,81990
3/13/22,Number of paid jobs - 20 days,B Goods Producing,383170
3/13/22,Number of paid jobs - 20 days,C Services,1518420
3/13/22,Number of paid jobs - 20 days,Z No Match,53060
3/13/22,Weekly earnings - median - 20 days,Total,1109.67
3/13/22,Weekly earnings - median - 20 days,A Primary,1087.5
3/13/22,Weekly earnings - median - 20 days,B Goods Producing,1228.5
3/13/22,Weekly earnings - median - 20 days,C Services,1087.53
3/13/22,Weekly earnings - median - 20 days,Z No Match,691.95
3/13/22,Weekly earnings - upper quartile - 20 days,Total,1572.8
3/13/22,Weekly earnings - upper quartile - 20 days,A Primary,1437.49
3/13/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1603.48
3/13/22,Weekly earnings - upper quartile - 20 days,C Services,1592.91
3/13/22,Weekly earnings - upper quartile - 20 days,Z No Match,989.13
3/13/22,Weekly earnings - lower quartile - 20 days,Total,725.76
3/13/22,Weekly earnings - lower quartile - 20 days,A Primary,700
3/13/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,940
3/13/22,Weekly earnings - lower quartile - 20 days,C Services,677.5
3/13/22,Weekly earnings - lower quartile - 20 days,Z No Match,453.6
3/20/22,Number of paid jobs - 20 days,Total,2037890
3/20/22,Number of paid jobs - 20 days,A Primary,81620
3/20/22,Number of paid jobs - 20 days,B Goods Producing,381880
3/20/22,Number of paid jobs - 20 days,C Services,1520800
3/20/22,Number of paid jobs - 20 days,Z No Match,53590
3/20/22,Weekly earnings - median - 20 days,Total,1112.62
3/20/22,Weekly earnings - median - 20 days,A Primary,1075.34
3/20/22,Weekly earnings - median - 20 days,B Goods Producing,1232
3/20/22,Weekly earnings - median - 20 days,C Services,1092
3/20/22,Weekly earnings - median - 20 days,Z No Match,690.79
3/20/22,Weekly earnings - upper quartile - 20 days,Total,1578.09
3/20/22,Weekly earnings - upper quartile - 20 days,A Primary,1420
3/20/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1610
3/20/22,Weekly earnings - upper quartile - 20 days,C Services,1600
3/20/22,Weekly earnings - upper quartile - 20 days,Z No Match,990.68
3/20/22,Weekly earnings - lower quartile - 20 days,Total,728.13
3/20/22,Weekly earnings - lower quartile - 20 days,A Primary,681.24
3/20/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,944.24
3/20/22,Weekly earnings - lower quartile - 20 days,C Services,682.1
3/20/22,Weekly earnings - lower quartile - 20 days,Z No Match,450.52
3/27/22,Number of paid jobs - 20 days,Total,2043040
3/27/22,Number of paid jobs - 20 days,A Primary,81320
3/27/22,Number of paid jobs - 20 days,B Goods Producing,381840
3/27/22,Number of paid jobs - 20 days,C Services,1525750
3/27/22,Number of paid jobs - 20 days,Z No Match,54130
3/27/22,Weekly earnings - median - 20 days,Total,1107.09
3/27/22,Weekly earnings - median - 20 days,A Primary,1042.31
3/27/22,Weekly earnings - median - 20 days,B Goods Producing,1231.65
3/27/22,Weekly earnings - median - 20 days,C Services,1087.5
3/27/22,Weekly earnings - median - 20 days,Z No Match,690
3/27/22,Weekly earnings - upper quartile - 20 days,Total,1574.86
3/27/22,Weekly earnings - upper quartile - 20 days,A Primary,1395.9
3/27/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1610
3/27/22,Weekly earnings - upper quartile - 20 days,C Services,1595
3/27/22,Weekly earnings - upper quartile - 20 days,Z No Match,993.07
3/27/22,Weekly earnings - lower quartile - 20 days,Total,721.12
3/27/22,Weekly earnings - lower quartile - 20 days,A Primary,653.94
3/27/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,943.75
3/27/22,Weekly earnings - lower quartile - 20 days,C Services,675
3/27/22,Weekly earnings - lower quartile - 20 days,Z No Match,445.07
4/3/22,Number of paid jobs - 20 days,Total,2049490
4/3/22,Number of paid jobs - 20 days,A Primary,81290
4/3/22,Number of paid jobs - 20 days,B Goods Producing,385060
4/3/22,Number of paid jobs - 20 days,C Services,1529350
4/3/22,Number of paid jobs - 20 days,Z No Match,53800
4/3/22,Weekly earnings - median - 20 days,Total,1118.63
4/3/22,Weekly earnings - median - 20 days,A Primary,1083.87
4/3/22,Weekly earnings - median - 20 days,B Goods Producing,1250
4/3/22,Weekly earnings - median - 20 days,C Services,1096.15
4/3/22,Weekly earnings - median - 20 days,Z No Match,683.6
4/3/22,Weekly earnings - upper quartile - 20 days,Total,1593.41
4/3/22,Weekly earnings - upper quartile - 20 days,A Primary,1446.97
4/3/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1634.62
4/3/22,Weekly earnings - upper quartile - 20 days,C Services,1607.81
4/3/22,Weekly earnings - upper quartile - 20 days,Z No Match,986.64
4/3/22,Weekly earnings - lower quartile - 20 days,Total,734.29
4/3/22,Weekly earnings - lower quartile - 20 days,A Primary,690
4/3/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,960
4/3/22,Weekly earnings - lower quartile - 20 days,C Services,684.45
4/3/22,Weekly earnings - lower quartile - 20 days,Z No Match,437.86
4/10/22,Number of paid jobs - 20 days,Total,2040640
4/10/22,Number of paid jobs - 20 days,A Primary,80250
4/10/22,Number of paid jobs - 20 days,B Goods Producing,383060
4/10/22,Number of paid jobs - 20 days,C Services,1525250
4/10/22,Number of paid jobs - 20 days,Z No Match,52080
4/10/22,Weekly earnings - median - 20 days,Total,1127.52
4/10/22,Weekly earnings - median - 20 days,A Primary,1100
4/10/22,Weekly earnings - median - 20 days,B Goods Producing,1255.78
4/10/22,Weekly earnings - median - 20 days,C Services,1102.5
4/10/22,Weekly earnings - median - 20 days,Z No Match,698.27
4/10/22,Weekly earnings - upper quartile - 20 days,Total,1596.78
4/10/22,Weekly earnings - upper quartile - 20 days,A Primary,1436.5
4/10/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1638
4/10/22,Weekly earnings - upper quartile - 20 days,C Services,1606.99
4/10/22,Weekly earnings - upper quartile - 20 days,Z No Match,1102.9
4/10/22,Weekly earnings - lower quartile - 20 days,Total,748
4/10/22,Weekly earnings - lower quartile - 20 days,A Primary,727.18
4/10/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,971.43
4/10/22,Weekly earnings - lower quartile - 20 days,C Services,692.31
4/10/22,Weekly earnings - lower quartile - 20 days,Z No Match,402.43
4/17/22,Number of paid jobs - 20 days,Total,2039740
4/17/22,Number of paid jobs - 20 days,A Primary,79460
4/17/22,Number of paid jobs - 20 days,B Goods Producing,383780
4/17/22,Number of paid jobs - 20 days,C Services,1523990
4/17/22,Number of paid jobs - 20 days,Z No Match,52510
4/17/22,Weekly earnings - median - 20 days,Total,1127.1
4/17/22,Weekly earnings - median - 20 days,A Primary,1080
4/17/22,Weekly earnings - median - 20 days,B Goods Producing,1235
4/17/22,Weekly earnings - median - 20 days,C Services,1114.88
4/17/22,Weekly earnings - median - 20 days,Z No Match,640
4/17/22,Weekly earnings - upper quartile - 20 days,Total,1581.54
4/17/22,Weekly earnings - upper quartile - 20 days,A Primary,1406.85
4/17/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1596.15
4/17/22,Weekly earnings - upper quartile - 20 days,C Services,1610.95
4/17/22,Weekly earnings - upper quartile - 20 days,Z No Match,945.63
4/17/22,Weekly earnings - lower quartile - 20 days,Total,753.42
4/17/22,Weekly earnings - lower quartile - 20 days,A Primary,720.97
4/17/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,966
4/17/22,Weekly earnings - lower quartile - 20 days,C Services,706.96
4/17/22,Weekly earnings - lower quartile - 20 days,Z No Match,246.79
4/24/22,Number of paid jobs - 20 days,Total,2045180
4/24/22,Number of paid jobs - 20 days,A Primary,80400
4/24/22,Number of paid jobs - 20 days,B Goods Producing,384660
4/24/22,Number of paid jobs - 20 days,C Services,1524570
4/24/22,Number of paid jobs - 20 days,Z No Match,55550
4/24/22,Weekly earnings - median - 20 days,Total,1134.12
4/24/22,Weekly earnings - median - 20 days,A Primary,1078
4/24/22,Weekly earnings - median - 20 days,B Goods Producing,1245.54
4/24/22,Weekly earnings - median - 20 days,C Services,1119.23
4/24/22,Weekly earnings - median - 20 days,Z No Match,700.97
4/24/22,Weekly earnings - upper quartile - 20 days,Total,1589.42
4/24/22,Weekly earnings - upper quartile - 20 days,A Primary,1405.6
4/24/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1614.35
4/24/22,Weekly earnings - upper quartile - 20 days,C Services,1615.38
4/24/22,Weekly earnings - upper quartile - 20 days,Z No Match,1005
4/24/22,Weekly earnings - lower quartile - 20 days,Total,757.94
4/24/22,Weekly earnings - lower quartile - 20 days,A Primary,709.39
4/24/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,968.75
4/24/22,Weekly earnings - lower quartile - 20 days,C Services,707.25
4/24/22,Weekly earnings - lower quartile - 20 days,Z No Match,460
5/1/22,Number of paid jobs - 20 days,Total,2043200
5/1/22,Number of paid jobs - 20 days,A Primary,81330
5/1/22,Number of paid jobs - 20 days,B Goods Producing,386470
5/1/22,Number of paid jobs - 20 days,C Services,1523210
5/1/22,Number of paid jobs - 20 days,Z No Match,52190
5/1/22,Weekly earnings - median - 20 days,Total,1140.5
5/1/22,Weekly earnings - median - 20 days,A Primary,1075.9
5/1/22,Weekly earnings - median - 20 days,B Goods Producing,1260.5
5/1/22,Weekly earnings - median - 20 days,C Services,1120
5/1/22,Weekly earnings - median - 20 days,Z No Match,695.97
5/1/22,Weekly earnings - upper quartile - 20 days,Total,1601.28
5/1/22,Weekly earnings - upper quartile - 20 days,A Primary,1411.71
5/1/22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1637.8
5/1/22,Weekly earnings - upper quartile - 20 days,C Services,1624.9
5/1/22,Weekly earnings - upper quartile - 20 days,Z No Match,997.25
5/1/22,Weekly earnings - lower quartile - 20 days,Total,759.5
5/1/22,Weekly earnings - lower quartile - 20 days,A Primary,713.44
5/1/22,Weekly earnings - lower quartile - 20 days,B Goods Producing,977.44
5/1/22,Weekly earnings - lower quartile - 20 days,C Services,707.25
5/1/22,Weekly earnings - lower quartile - 20 days,Z No Match,452.12
5/8/22,Number of paid jobs - 20 days,Total,2050540
5/8/22,Number of paid jobs - 20 days,A Primary,79550
5/8/22,Number of paid jobs - 20 days,B Goods Producing,384120
5/8/22,Number of paid jobs - 20 days,C Services,1534070
5/8/22,Number of paid jobs - 20 days,Z No Match,52800
